Column1,tweet_id,created_at,text,intent,strength
571,1.31E+18,9/16/2020 1:13,اريد اسافر لندن,1,0
572,1.31E+18,9/15/2020 17:04,اريد اسافر للكعبة,0,0
573,1.31E+18,9/13/2020 14:07,اول سنة اسافر بسبب كورونا سنة اسافر بسبب الفلوس,0,0
574,1.31E+18,9/13/2020 13:42, مستخدم  اني جنت اريد اسافر للصين ادرس طب بعدين كلت اصير ظابط بالامن الوطني تالي شفتها خربانه اشتغلت بالتجاره,0,0
575,1.30E+18,9/10/2020 16:17, رياضيات _ حاسبات عينوني حته اسافر واشوف هيج جو محرومه  رابط ,0,0
576,1.30E+18,9/5/2020 19:17, مستخدم  ودي أسافر ألمانيا وأضل للأبد,1,0
577,1.30E+18,9/4/2020 5:31, مستخدم  الحمدلله تمام نعمه يكن اي نيه للسفر فقط لاغير والطريقه الوحيده الي اسافر الحمل نعش تابوتي الى مثواي الاخير,0,0
578,1.30E+18,8/28/2020 23:05,أسافر بعيدآ ألى مكان يشبهني كنت سأرتاح,0,0
579,1.30E+18,8/23/2020 16:18, مستخدم   مستخدم  اريد اسافر بالسفينة,0,0
580,1.30E+18,8/22/2020 19:43,القفز المظلي  أسافر لإيطاليا  أصير  رابط ,1,0
581,1.30E+18,8/22/2020 13:16, مستخدم   مستخدم  اذا مقهور علينا ابعثلي فيزا اريد اسافر لسعوديه واعيش يمك,0,0
582,1.30E+18,8/18/2020 22:07,الناس اول متطلع الحجر تروح اسافر تروح مطعم مكان خير مو تروح كلية  رابط ,0,0
583,1.30E+18,8/17/2020 8:58, مستخدم  ياجمالك الجميل أسآفر جوف كتآبآتي محض عشقك آلدآفي لحن تتبعهآ آلقبل تلد آملهآ ذآك آلملآك آلآتي لعله آلثمل يبدىء كمآ حبك آلزهري أجزآئي شآعرا  إنمآ أكتبك قوآفي طهري أضلآعي    محمدالبغدادي,0,0
584,1.30E+18,8/17/2020 8:41, مستخدم   مستخدم  وواأيتهاالفاتنة الجميله العزيزة أسآفر جوف كتآبآتي محض عشقك آلدآفي لحن تتبعهآآلقبل تلد آملهآ ذآك آلملآك آلآتي لعله آلثمل يبدىء كمآس حبك آلزهري أجزآئي شآعرا  إنمآأكتبك قوآفي طهري أضلآعي  محمدالبغدادي  رابط ,0,0
585,1.30E+18,8/17/2020 8:36, مستخدم  الورد أسآفر جوف كتآبآتي محض عشقك آلدآفي لحن تتبعهآ آلقبل تلد آملهآ ذآك آلملآك آلآتي لعله آلثمل يبدىء كمآ حبك آلزهري أجزآئي شآعرا  إنمآ أكتبك قوآفي طهري أضلآعي  محمدالبغدادي,0,0
586,1.30E+18,8/17/2020 8:33, مستخدم  صباحؤؤعسل ياعسل انتي   أسآفر جوف كتآبآتي محض عشقك آلدآفي لحن تتبعهآ آلقبل تلد آملهآ ذآك آلملآك آلآتي لعله آلثمل يبدىء كمآ حبك آلزهري أجزآئي شآعرا  إنمآ أكتبك قوآفي طهري أضلآعي  محمدالبغدادي,0,0
587,1.29E+18,8/14/2020 18:44, مستخدم   مستخدم  مرات افكر اسافر ارجع لاي دوله ورا ال عقول عدنه بالعراق يكرهوني بالبلد طريقه تفكيرهم الخايسه يطربون ذل والعبوديه,0,0
588,1.29E+18,8/10/2020 14:39,ماكو ناس تتبرع بقتلي لانو كلش كارهة الحياة والعراق در اسافر هذولي النواشيط واح مثلهم لكنني احب العراق وبنفس الوقت كرهته بسببهم بشرفكم الي يعرف شلون اصيب نفسي بكورونا ول انا عندي مناعة وحتئ اذا اكو احاول اخليها صفر العالم مقرفف  احذروا _ مهله _ التراكمي,0,0
589,1.29E+18,8/7/2020 20:00, مستخدم  اكو وشم الجلد واكو الجلد الاول ميبطل الوضوء وبعدين عادي فوك مكان الوضوء اصلا اني ادك جناح جتفي اسافر سنة الخ,0,0
590,1.29E+18,8/7/2020 15:22,بلعباس حياتي واكفه عسادس يعني مازوج اذا مانجح وماشتري سياره اذا مانجح وماكدر اسافر اذا ماطلع خرب ام لسادس يفضوها ويخلصونه تره بلحسين مو وضعيه هاي  الكاظمي _ حل _ التراكمي  رابط ,0,0
591,1.29E+18,8/7/2020 0:35,9 أشهر مسافر خارج العراق وراح اطك اريد اسافر  رابط ,0,0
592,1.29E+18,8/6/2020 14:56, مستخدم  والله جبيتها الجرح عمري أفدية عشان أسافر ألمانيا,1,0
593,1.29E+18,8/2/2020 11:39, مستخدم  امنيه صارت اسافر,1,0
594,1.29E+18,7/31/2020 7:43,بدي اسافر لبنان حدا عندوا نصيحة الي,0,0
595,1.29E+18,7/30/2020 11:13, مستخدم  اسافر بخيل,0,0
596,1.29E+18,7/26/2020 0:19,انتضروني خلي اسافر للنمسا اذا اكفر مذهبكم بالصور الا اجيب انشر الطبيعة,1,1
597,1.29E+18,7/24/2020 0:19,أريد أسافر  أريد يكون الحق اصرخ بلدي   التراكمي _ حقنا,0,0
598,1.29E+18,7/23/2020 0:53,وين اسافر وأنسى وجهك ,0,0
599,1.29E+18,7/22/2020 16:52, مستخدم  يمته اسافر,0,0
600,1.29E+18,7/20/2020 22:49, مستخدم  آيرس اني اذا اسافر هه,0,0
601,1.29E+18,7/20/2020 18:14,اسافر وي قطار الشوك وتذكر مراسيمك مشتاك الك مرتين وتتخربط مكاتيبك  يالكاظمي _ فرحتنه _ بيدك _ طلابك,0,0
602,1.29E+18,7/20/2020 1:47, مستخدم  اسافر بلا رجعه,1,0
603,1.28E+18,7/13/2020 22:59, مستخدم  اريد اسافر,1,1
604,1.28E+18,7/12/2020 22:00, مستخدم  انتي وين لكيتي هاي الكلاوات اكو يعوف وطنة وحتى اسافر حدي 10 ايام بعدها اختنك,0,0
605,1.28E+18,7/11/2020 14:21,اذا يمر اسبوع بدون اسافر يصير عندي احتصار واكوم اكدر   رابط   رابط ,0,0
606,1.28E+18,7/11/2020 1:40, مستخدم  اسافر,1,0
607,1.28E+18,7/7/2020 9:04, مستخدم  ليش ينطوني اسافر وشوف,1,0
608,1.28E+18,7/7/2020 7:24,ورا اول سنة شغلي الي وعد اسافر لليابان  رابط ,1,0
609,1.28E+18,7/4/2020 4:40,كون أسافر سفرة الدخان محد يدري وين,0,0
610,1.28E+18,6/29/2020 4:32, مستخدم  وان عادت أسافر,0,0
611,1.28E+18,6/24/2020 0:26, مستخدم  اتمنة اسافر  يعني الصبح يخابروني عالطيارة,1,0
612,1.28E+18,6/23/2020 21:00, مستخدم  أرض العراق فقد سال شخص رسول الله   اني انوي السفر فأين تنصحني أسافر  فقال   العراق خيرات الأرض تنفذ خيرات العراق,0,0
613,1.27E+18,6/22/2020 6:20,أسافر شاردا  أكثرت باللافتات المكان أقصده موجود خريطة    رابط ,0,0
614,1.27E+18,6/18/2020 18:40,أسافر شاردا  أكثرت باللافتات المكان أقصده موجود خريطة   رابط ,0,0
615,1.27E+18,6/13/2020 20:52, مستخدم  هوة انا استغل عامل وأصرفهن عائلي منين اسافر,0,0
616,1.27E+18,6/10/2020 17:49, مستخدم   مستخدم   مستخدم  بالنسبه الي اي ماعندي شي اشيل اله اسافر اكعد شواطي المالديف وراسي بارد اهلي اشتاقلهم ادخل الكليه اللي رغبت بيها والمنعني دخولها الفلوس وهسه همومي دراستي فبالنسبه لبنيه ماعدها شي اي سعاده,0,0
617,1.27E+18,6/7/2020 6:45,هاي سنة أسافر بسبب كورونا سنة أسافر بسبب الفلوس  مستخدم ,0,0
618,1.27E+18,6/5/2020 14:00,اول سنه در اسافر للمالديف وافتر حول العالم لان كورونا  دائما اسافر لان ماعندي فلوس,0,0
619,1.27E+18,5/29/2020 2:30,ودي اسافر يونان سانتوريني او الهند وان شاء الله ربي يرزقني  رابط ,1,0
620,1.27E+18,5/28/2020 1:37,اوف تعبت الحجر اريد اسافر  رابط ,1,1
621,1.27E+18,5/27/2020 23:14,أحبك جدا وأعرف أني أسافر بحر عينيك  يقين وأترك عقلي ورائي وأركض  أركض  أركض جنوني,0,0
622,1.27E+18,5/26/2020 18:33, مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم  كلش أناني بحيث اسافر ورحي تبقا يمه والجسد باقي يعاني,0,0
623,1.26E+18,5/12/2020 5:59, 2  جدتي تمثل الصورة المثالية حنونة عطوفة محبوبة هادئة ومنبع للحكم والدروس ام السادة والعلويات حبيبة قلب احفادها كنت كثيرة المكوث عندها العطلة الصيفية اسافر معها لاي مكان تذهب اليه ولاتزال الايام ذكرى مميزة طفولتي اعتز فقط لانها الرائعة جدتي ,0,0
624,1.26E+18,5/9/2020 15:52,ماعرف شلون اريد اسافر وحدي واني لحد هسه اخاف اعبر الشارع,1,0
625,1.26E+18,5/7/2020 2:46, مستخدم   مستخدم  اريد اسافر الى كندا وانا ساكن سليمانيه,1,1
626,1.26E+18,5/2/2020 1:57,أسافر قبرص وأدرس الصيدلة  رابط ,1,1
627,1.26E+18,4/29/2020 10:11,عمي اني راضي اسافر للشمال والله  رابط ,0,0
628,1.25E+18,4/16/2020 22:30, مستخدم   مستخدم  ازرع بطيخ اسافر للمريخ شلوني,0,0
629,1.25E+18,4/16/2020 12:06,أسافر قبرص وأدرس الصيدلة  رابط ,1,1
630,1.25E+18,4/14/2020 20:00, مستخدم  الله خلقني بالعراق فأبقى عراقي يجوز اكدر أسافر جنسيتي ماأسقطه,0,0
631,1.25E+18,4/3/2020 18:06, مستخدم  ابي اطلع ابي اسافر ابي اديح ابي اهج ابي انتحر,1,0
632,1.25E+18,4/2/2020 17:49,اهوواي  هذني اسافر بيهن الى دول عالم  رابط ,1,0
633,1.25E+18,4/1/2020 22:41,الاكل مضر بالصحه باليل جان مخلو كلوب بالثلاجه شلوني اسافر,0,0
634,1.25E+18,4/1/2020 22:33, مستخدم  اسافر لتركيا واشتري شارجر البصرة,1,0
635,1.24E+18,3/28/2020 9:40, مستخدم  أعوام التسعينات طبيعة عملي كنت اسافر مدن جنوب العراق مرتين سجنت الأمن بتهمة التهجم البعث والاستخبارات بتهمة مستمسكات مزورة وجميعها كانت تقارير بعثية شيعة الجنوب وهم بأنفسهم القوا القبض ولفقوا التهم بمحرد إني كوردي فقط ,0,0
636,1.24E+18,3/26/2020 22:20,سكنت الفؤاد علمني أبجدية الحروف ان طالت سنيني وأنا أنتظر كاتبا أسافر علي أجنحة ورق N  A  رابط ,0,0
637,1.24E+18,3/26/2020 2:12, أسافر ويه روحي _ وأسولف كلشي عنك _ يحيدر وبدعائي الله لايحرمني منك,0,0
638,1.24E+18,3/22/2020 11:09, مستخدم  اسافر,1,0
639,1.24E+18,3/19/2020 23:52, مستخدم  برجي العقرب وهم اتمنى اسافر,1,0
640,1.24E+18,3/19/2020 21:57,اخوان سؤال يادولة اسافر الها حافظا نفسك لان وضع الحالي   الحيوانات افهم الشعب العراقي احترامي للزينين ,1,0
641,1.24E+18,3/19/2020 21:22, مستخدم  تخلص كورونا اسافر جزر المالديف ان شاء الله    حلم _ ابليس _ _ الجنة,0,0
642,1.24E+18,3/17/2020 11:33,أسآفر وآلأغاني وجهك تردني  وفاء الموسوي,0,0
643,1.24E+18,3/14/2020 7:48,كون اسافر سفرة الدخان محد يدري وين  ,0,0
644,1.24E+18,3/13/2020 22:39,أحبك جدا وأعرف الطريق الى المستحيل طويل أحبك جدأ وأعرف أني أسافر بحر عينيك يقين وأترك عقلي ورائي وأركض جنوني أحبك جدا وجدا وأرفض نار حبك أستقيلا وهل يستطيع المتيم بالعشق يستقيلا همني خرجت الحب حيا همني خرجت قتيلا ,0,0
645,1.24E+18,3/11/2020 18:15,أسافر فيك أتلاشى غراما   تظنه هدوءا,0,0
646,1.24E+18,3/11/2020 12:24,يارت زهرة اسافر ويا حبيبي الى اخر العالم ونعيد ايام حبنا جديد حبيبي الغالي مشتاقتلك  رابط ,0,0
647,1.24E+18,3/5/2020 21:17, مستخدم   مستخدم  اريد اسافر,1,0
648,1.24E+18,3/4/2020 20:41,اني حصلت عطله اطلع اسافر يجي كورونا يخرب ام امها ثانكس يدينا,0,0
649,1.24E+18,3/4/2020 8:41, مستخدم  لعد تشوفين شكد اسافر شجان بيج,0,0
650,1.23E+18,2/26/2020 8:40, مستخدم  التقطت حسرتي لأنني أسافر معكم   حفظكم الله,0,0
651,1.23E+18,2/16/2020 17:09, مستخدم  جنت اسافر ارجع اول تفله تبلش المكان هالمره التفال رح يبلش البدايه,0,0
652,1.23E+18,2/15/2020 19:19, مستخدم  سلامتج العجز لبي هاي فترة وتعبر واذا سبب انو متكدرين بدون العراق عادي اني اسافر اكثر اسبوع اتكأب واضوج واريد ارجع,0,0
653,1.23E+18,2/11/2020 17:54, مستخدم  ردت اسافر لايران علمود اشوف الثلج كلهم ولون در تطلع وتفتر الجو يصير معتدل يطيح الثلج,0,0
654,1.23E+18,2/11/2020 9:08, مستخدم  ترة اسافر والله اسكت هه,0,0
655,1.22E+18,1/24/2020 23:25, ثوارنا _ رمز _ الصمود والهدمت ضهري   جنايز الشبان  بصفوف المدارس برة انحفرت    هذن ال اع متلمني    اسافر لأي شبر يحترم بنيادم  اسافر لأي وطن يحر احلامي   ,0,0
656,1.22E+18,1/22/2020 20:38, مستخدم  كلمن يحب لهجته اني بالنسبة الي ماغيرت ولاحاولت اغير بكلمة اسافر لدولة عربية   لسانك سولف   تحياتي والى العراقيين الشرفاء,0,0
657,1.22E+18,1/20/2020 15:28,المسجون حلمي منفى انكساراتي فى الكون عصفور بلا وطن أسافر صباباتي  فاروق جويدة ,0,0
658,1.22E+18,1/19/2020 18:36, مستخدم  طبع اول شي العمل الخيري الفقراء واي محتاج والله اريد اسافر واسوي مشروع بعدين ارجعهم والربح طبع لكل محتاج والله,0,0
659,1.22E+18,1/14/2020 11:30, مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم   مستخدم  انتي الله يساعده اريد اسافر لبنان وأخذ زوجك وياي,0,0
660,1.22E+18,1/10/2020 15:08, مستخدم  اليوم نكر الشي كال اسافر اجل اللاعب,0,0
661,1.21E+18,1/7/2020 12:44, مستخدم  اي والله اريد اسافر اغير جو,1,1
662,1.21E+18,1/5/2020 10:46,اسافر  السويد  رابط   رابط ,1,1
663,1.21E+18,1/3/2020 23:05, مستخدم  اكلك عمو ماتعرف يمته اموت اريد احقق احلامي اسوق سياره اسافر فرنسا اموت عمو كللي,1,0
664,1.21E+18,1/3/2020 19:28, مستخدم  هنه 120 وين اسافر بيهن لحدود العراق,0,0
665,1.21E+18,1/3/2020 18:46, مستخدم  افكر اسافر باريس,1,0
666,1.21E+18,1/3/2020 17:16,اشتركت بسلفه وي خالاتي وهسه أني محتاره افتح مشروع اسافر بيها,0,0
667,1.21E+18,12/30/2019 11:37, مستخدم  السلام عليكم يونس ابو ذنون أني لاعب كره قدم عراقي وريد اختبر بنادي قطري وحاولت هواي اوصلك وماكدرت اريد توديني علا اي نادي قطري اختبر وذا تستقبلني تااجي اسافر علا قطر اتمنه ارد حلمي يديك تحياتي كابتن,0,0
668,1.21E+18,12/25/2019 23:24, كانت حياة أخرى  لوددت أتحول رياح أستطيع لحظة أصير سرمدية أملك أحاسيس مرهفة عينين ممتلئين بالمشاعر نصفي ينساب المطر والآخر يرتحل رونق الربيع وحيدة  أسافر بعيد حاملة الأشواق الباهتة أشتاق أعشق مطلقا  يتبع,0,0
669,1.21E+18,12/23/2019 20:13,ردت أسافرل فرح  وبجيب حزني  ودم قصيدة ردت أسافر   عيون بعيدة ,0,0
670,1.21E+18,12/21/2019 11:27,هسه اني عندي 3 بزازين اريد اسافر وين اوديهم ذولة  مو مال احطهم يم البيطري يطيح حظهم ينحطون بقفص ياخذ 10 الاف عاليوم الواحد ,0,0
671,1.21E+18,12/20/2019 19:04, مستخدم  كلش  هلكد ضايج اريد اسافر  الطهران,0,0
672,1.21E+18,12/15/2019 20:52,انا صح العراق اريد اسافر للعراق  رابط ,0,0
673,1.21E+18,12/15/2019 14:47,أسافر إلقاك فتعتذر البلدان وإجدك القلب   أسما بلا عنوان كنت ياصاحب الزمان السلام    رابط ,0,0
674,1.21E+18,12/13/2019 12:30,اريد اسافر غيرتي متسمحلي وعيب هلى شاربي,0,0
675,1.21E+18,12/12/2019 21:41, مستخدم  اسافر بحب السفر,1,0
676,1.20E+18,12/11/2019 21:07, مستخدم  اسافر دغري لليابان واعرف منهم ينظمون وقتهم,1,0
677,1.20E+18,12/5/2019 8:20, مستخدم   مستخدم  انا كمواطن عادي شعليه بالمشهورين اريد اسافر لسعوديه ماكو اصدار فيزا حالها حال الإمارات وقطر,0,0
678,1.20E+18,12/4/2019 15:22, مستخدم  اسافر للكويت الشقيقه افضل,0,0
679,1.20E+18,12/4/2019 8:44,المسجون حلمي وفي منفى إنكساراتي الكون عصفور بلا وطن أسافر صباباتي   رابط ,0,0
680,1.20E+18,11/19/2019 6:45, مستخدم  الاعزاز لاتخابروني لان اسافر كلها اتخابرك حتئ توصيك غراض وياخذون صور وياك بالمطار,0,0
681,1.20E+18,11/16/2019 13:19,اريد اسافر لمكان هادئ ولطيف مابيه اي ضجة ارتاح نفسيا,0,0
682,1.19E+18,11/13/2019 18:00, مستخدم  خل يروح يشوف مدخل بغداد يم معسكر التاجي فد شي الطسات والشوارع مخيفه وتعبانه طريق دولي بغداد اربيل وموصل بغداد والله مو مال سيارات تمشي وضعه 2007 اني اسافر هيج تحسن تعدل معقوله 12 سنه ميكدرون يسون طريق دولي مهم الشاحنات تفوت  ,0,0
683,1.19E+18,11/12/2019 12:04, مستخدم  الله السعوديه امنيتي اسافر للسعوديه,0,0
684,1.19E+18,10/30/2019 22:43, مستخدم  جنت هواي اكول اهلي أني مااعيش بالعراق اريد اسافر اعيش برا عرفت وبهاي الايام وهاي الاوضاع تجيني فرصه اعيش بره العراق واحسن عيشه وعيشة ملوك مستحيل اطلع واروح افضل الموت بالعراق عيشة الملوك بالخارج أني عراقيه فخر,0,0
685,1.19E+18,10/24/2019 1:38,اول مره اسافر احس ان السفره طولت واايد ربعي خواتي وحشووني,0,0
686,1.19E+18,10/23/2019 23:47,كانت الخطةه اني اسافر دولةه اوروبيه يبدو الخطةه سافرت وتر تني ,1,0
687,1.19E+18,10/19/2019 20:13,اريد اهج اريد اسافر اريد اروح لأي مكان بعيد منا وانسى شيء,0,0
688,1.19E+18,10/19/2019 18:18,نفسيتي محتاجه هيج اسافر مكان مابي احد اناقش احد ومحتاجه هيج ايصير عندي زهايمر,0,0
689,1.19E+18,10/18/2019 7:49,ابمهر دمعي اسافر بلاي حدود اشوفك الترب نايم حزن ممدود الملايك تنزل اتصلي إلك تعود تغطي جسمك الطاهر دمع ورود ألايا مصابك بيه جننت موعود جنت صابر رغم تعلم الآتي ملاذي وتنتهي يمك جراحاتي  رابط ,0,0
690,1.18E+18,10/17/2019 10:05,وصلنه 26 يابه خلالها دخلت كلية اشتغلت شغلتين محللة ومعلمة وخلالها نقبلت ماجستير وراح اناقش وان شاء الله خلالها افتح مشروعي الخاص ناقصني اسافر بيها  رابط ,0,0
691,1.18E+18,10/17/2019 4:48, مستخدم  اتمنئ اسافر وياج الئ رؤسيا  رابط ,1,0
692,1.18E+18,10/15/2019 11:14,اريد اسافر,0,0
693,1.18E+18,10/2/2019 12:27,مطار النجف الأجرب  التوبة اذا اوصلك او افكر بيني نفسي اسافر منك البهذلة الي شفتها اليوم,0,0
694,1.18E+18,9/29/2019 16:56,كون أسافر سفرة الدخان محد يدري وين ,0,0
695,1.18E+18,9/25/2019 17:31, مستخدم  أسافر أصير رئيس,0,0
696,1.17E+18,9/14/2019 20:35,عيب هالشي    العلم عملية six packs مو طارئه ويكدر يسويها باي وقت وهيه كالت مراح اسافر كالت اسافر تاخرت عالطياره اساس انو العام تاخرو ولحكو عليها واني انهاريت بالمطار طارت علينا وجنت كلش عصبيه عليها لهذا تساهلت وياها,0,0
697,1.17E+18,9/6/2019 12:47,ردت أسافرلك فرح  وبجيب حزني  ودم قصيدة ردت أسافر   عيونك بعيدة   رابط ,0,0
698,1.17E+18,9/4/2019 20:38, مستخدم  تخور ذاكرة السنون كتبتك حلم يستنشق الزهور اسافر الى الفراق أضغط الطرق انضد محطات البعد ضلع يتقوس قلب ينبض رسم وجهك اعانق تمتمات العيون قطرات تنزلق أصحو لازال البعد يبلل الوسائد  رابط ,0,0
699,1.17E+18,9/4/2019 19:29,مدري ياهو البا ليلي وضلت أحلامي عرايه ومدري ياحسبه الخذتني وعفت وجهي أعله المرايه وين أسافر   وانسه وجهك وانته اسمك تارس أجفوف الشوارع لافتات  ناصر البدري  رابط ,0,0
700,1.17E+18,9/3/2019 21:25,وتبقى الدعوة المخلدة باطني أسافر وأترك البلاد تقتل حلمي وروحي يوما يوم ,1,0
701,1.17E+18,9/2/2019 9:17,أسافر عينيك أبحث مأوى  رحبة الأحداق  عذبة النجو  نسيت أهدابك السوداء عالمي  وحلقت مشتقا الأنجم النشوى أبحرية  رابط ,0,0
702,1.17E+18,8/31/2019 18:56,آسافر الاغاني لوجهك تردني,0,0
703,1.17E+18,8/27/2019 10:31,أحن   أفتش البقايا شيء منك   أسافر عهدك ووعدك الجميل   زال الحنين يقف عائقا بيني وبين النسيان   يبقى أجمل الحنين   أنه يطير    رابط ,0,0
704,1.17E+18,8/26/2019 10:46, مستخدم  للاسف اتمنى اجرب شعور اسافر واحن الها او مااحن الها,0,0
705,1.16E+18,8/18/2019 20:10,اريد اسافر مكان احد عرف نت ,0,0
706,1.16E+18,8/18/2019 0:00,اني بالطائفية ماتركت بلدي   ماعيش برة بلدي  اسافر واروح سياحة بفلوسي نقلب صفحة ايش رأيك بال ار  رابط ,0,0
707,1.16E+18,8/17/2019 22:33, مستخدم  والله امنيتي أسافر دولة الإمارات العربية المتحدة الشقيقه وأقيم تحياتي الكم العراق بلدي الثاني الامارات العربية,0,0
708,1.16E+18,8/17/2019 17:56, مستخدم  اني موصية اسافر ممنوع تاخذي اكواب وصحون  وحاليا اخذت 2 والبقية الطريق ,0,0
709,1.16E+18,8/13/2019 16:35,عاجبني اسافر بالباخره,0,0
710,1.16E+18,8/6/2019 11:34, مستخدم  يارب وفقني أسافر دولة الإمارات العربية المتحدة الشقيقه البلد العزيز,0,0
711,1.16E+18,8/4/2019 23:05, مستخدم  رحمه ونور روحه الطاهرة الشيخ زايد بن سلطان آل نهيان رحمه الله تعالى وأنشأ الله أسافر بلدي الثاني الامارات العربية المتحدة الشقيقه وازور قبره الشريف حكيم العرب والعروبة الشيخ زايد بن سلطان آل نهيان رحمه الله تعالى  عام _ زايد,0,0
712,1.16E+18,8/3/2019 2:00,اي بلد عادي مهم اسافر  رابط ,1,0
713,1.16E+18,8/2/2019 13:00, مستخدم  ايه  انا مره اسافر بدون امي ابوي لازم وحده خواتي وياي,0,0
714,1.15E+18,7/24/2019 20:57,اسافر للبنان يوم الجمعة الجاية وحدي كالعادة مو بكروب  شنو المكانات الحلوة الي زرتوها بلبنان  بيروت ,0,0
715,1.15E+18,7/19/2019 0:31, مستخدم  83 ومأ رأح أسأفر علئ قول ألمصريين منين يأ حسرة,0,0
716,1.15E+18,7/14/2019 18:36, مستخدم  فديت البرتغال والاهله اني اسافر مين معي,1,0
717,1.15E+18,7/12/2019 19:37,اكتشفت اغنيه حلوه  اريد اسافر اركب سياره بطريق جبلي اشغلها ,0,0
718,1.15E+18,7/12/2019 13:25,الشي الوحيد الي اشتاقله اسافر الاكل العراقي ماكو اكلنه,0,0
719,1.15E+18,7/6/2019 21:39, مستخدم  جا ارد اسافر,1,0
720,1.15E+18,7/4/2019 19:26, مستخدم   مستخدم  اسافر انا ,1,0
721,1.15E+18,7/3/2019 3:40,جماعة اني اسافر عبر الزمن Dark  رابط ,0,0
722,1.15E+18,7/2/2019 21:05,موطني عنه أسافر يحفها الخيال وكم أعشق الخيال وكم أتمنى أكون خاتما إصبعك العاشر أحبك تشرق عمري تشرق الشمس,0,0
723,1.15E+18,6/29/2019 19:32,دائما بالجامعة جنت اكول اتخرج اسافر  تخرجت واشتغلت وهسة ماكدر اعوف مكاني اسبوع زيادة بالسنة خارج ايام العطل  وشكرا للكارما والسنن الكونية,0,0
724,1.14E+18,6/29/2019 8:26, مستخدم  ليش اسافر تغير جو ,0,0
725,1.14E+18,6/21/2019 1:08,أحبك جدا واعرف أني أسافر بحر عينيك يقين وأترك عقلي ورأئي وأركض جنوني امرأة   تمسك القلب يديها سألتك بالله   تتركيني تتركيني فما أكون اذا تكوني,0,0
726,1.14E+18,6/9/2019 10:20,اسافر ويه نفسي وهذا احلى شي  رابط   رابط ,0,0
727,1.14E+18,6/6/2019 15:37, مستخدم  يعني وين اسافر لاسطنبول وتشيلسي بدون هازارد,0,0
728,1.13E+18,5/26/2019 5:07,ليلة وكل المعتاد أقوم بأنتظار الاتصال يأتي منك أقوم يتجهيز أمتعت سفري شحن هاتفي سماعة الرأس اسافر اجواء صوتك العذب ينسيني مدى الألم عشته طوال اليوم  رابط ,0,0
729,1.13E+18,5/22/2019 19:14,عيناك قافلتان تعب أحتاج عمري تحزني كنت مغتربا فأنا أسافر هدبهما كنت أبحر سؤالهما لأغرق جوابهما   رابط ,0,0
730,1.13E+18,5/17/2019 2:09, مستخدم   مستخدم  بالنسبه اليه مو صعب لان كنت مرتب اوضاعي اروح اسافر ادرس بالاردن وكان لازم اتعلم  غيرت فكرتي الخارج بقيت اكمل تمريض  ,0,0
731,1.13E+18,5/16/2019 17:05, مستخدم  اي صح اجوائهم كلش حلوه والاكل والله اني اسافر اتمرض  فتطلع خشمي,0,0
732,1.12E+18,5/5/2019 4:32,  وين اسافر يدنيا وين اهاجر وين الكه كربله ومابيهه   رابط ,0,0
733,1.12E+18,5/4/2019 22:30,الخطة والاخيرة احط صورة براندان رودجيرز  اسافر خارج العراق واشوف اخر مباراة الدوري شرم الشيخ اتمنى ينفك نحس الدوري,0,0
734,1.12E+18,5/1/2019 12:46, مستخدم  يش مقصره والله أهل التقصير علاج مافي ظروف علاج وجو نقي مافي حنا عندنا وباء المرض والله انا تبعد لجين عمران عني دوله بيني بينا تقول سلامتك جالس جنبي قال انا وحده الناس شاء الله اسافر أمريكا اتعالج اشوف أفضل ظروف أفضل علاج إليه,1,1
735,1.12E+18,4/23/2019 5:44,اسافر اليها حلم فجر شروق الشمس  داخلها عنفوان شهر لشتا وسكون شهر لشقائق النعمان الحمراء العيون ماء وسحب بيضاء اللون تخرج عنها وتعطي الأرض حله جميله خضراء اللون عليها ماء ينابيع موسى أثنى وعصى موسى ملقاة    رابط ,0,0
736,1.12E+18,4/12/2019 18:38,اني ضجت كلش حروح اسافر للثقب الاسود اظل اتدعبل واتونس يمكن منا ليوم القيامه يلا اوصله,0,0
737,1.12E+18,4/10/2019 17:49,سافرت ان قررت وربي يوفقني اسافر لاجل الاهرامات وحي الحسين وكلشي عجبني شفته بالافلام  رابط ,0,0
738,1.11E+18,4/6/2019 9:31,أعرف الدفئ أحضانك والحنان ملامسة يديك  مرآه تعكس نور القمر وجهك ولم اعرف للورد رائحة شممت خديك ووجدت ملمس الحرير قبلتهما رحيق يضاهي رحيق شفاهك سحر أقوي تسبيلة عينيك عينيك أسافر عالم الحب العراقي حيدر  رابط ,0,0
739,1.11E+18,4/6/2019 7:04,الي كال اسافر خارج  العراق الا اكمل البرنامج الحكومي  عادل _ عبد _ المهدي يصل الى  طهران  رابط ,0,0
740,1.11E+18,4/3/2019 22:02, مستخدم  انامن العراق أرجو المساعدكم أتمنى انه أراكم منكم الخيرلان حالتي الصحية مو زينة عندي اي عمل الان والله واتمنى ان اسافر لمكان أملك المال ولكم الأجر والثواب,1,0
